"","Assay","OlinkID","UniProt","Panel","estimate","Healthy Control","Sporadic","statistic","p.value","parameter","conf.low","conf.high","method","alternative","Adjusted_pval","Threshold","Comparison","EVENT_ID","RBD +/- Hyposomia"
"1281","RAB6A","OID20608","P20340","Inflammation",-0.199135259599439,-0.629136752136752,-0.430001492537313,-1.14945481098266,0.252585079506197,123.754840894499,-0.542038825434728,0.14376830623585,"Welch Two Sample t-test","two.sided",0.522722771912086,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1282","PLXNA4","OID20597","Q9HCM2","Inflammation",0.267088161755326,3.47104786324786,3.20395970149254,1.14930659244219,0.252838732066172,113.829659659169,-0.193283411682334,0.727459735192987,"Welch Two Sample t-test","two.sided",0.522722771912086,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1283","SRPK2","OID20502","P78362","Inflammation",0.212514899859676,1.67148803418803,1.45897313432836,1.12604724489879,0.262400269323119,119.583632908534,-0.161163589471662,0.586193389191014,"Welch Two Sample t-test","two.sided",0.537611200949421,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1284","LTA","OID20586","P01374","Inflammation",0.0746260492409745,0.498017094017094,0.423391044776119,1.12363084753134,0.263047981179441,143.339928616851,-0.0566534937444345,0.205905592226384,"Welch Two Sample t-test","two.sided",0.537611200949421,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1285","IL17C","OID20477","Q9P0M4","Inflammation",0.157973495276653,0.943759649122807,0.785786153846154,1.1205346773827,0.264422900466971,138.667095015617,-0.120775807966581,0.436722798519887,"Welch Two Sample t-test","two.sided",0.537611200949421,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1286","VEGFA","OID20650","P15692","Inflammation",0.0931606372549019,0.838609166666667,0.745448529411765,1.09394402118472,0.27603376486165,128.009283630385,-0.0753435148308452,0.261664789340649,"Welch Two Sample t-test","two.sided",0.558134205874105,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1287","TNFAIP8","OID20433","O95379","Inflammation",-0.177370483321988,0.114043362831858,0.291413846153846,-1.087691291757,0.278605421811826,139.62525428935,-0.499777384707426,0.145036418063451,"Welch Two Sample t-test","two.sided",0.560255711621595,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1288","SLAMF7","OID20602","Q9NQ25","Inflammation",-0.124832044903687,0.22357094017094,0.348402985074627,-1.08027537717721,0.282041436273365,128.595466686173,-0.353468760828177,0.103804671020803,"Welch Two Sample t-test","two.sided",0.562194787633036,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1289","IL11","OID20455","P20809","Inflammation",-0.184226423751687,0.482722807017544,0.666949230769231,-1.07820539641024,0.282625097043782,154.2711278651,-0.521761401910025,0.153308554406651,"Welch Two Sample t-test","two.sided",0.562194787633036,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1290","PDLIM7","OID20729","Q9NR12","Inflammation",0.361699047619048,3.81168,3.44998095238095,1.07382816907728,0.285303241455019,107.542435318141,-0.305991408869675,1.02938950410777,"Welch Two Sample t-test","two.sided",0.563932369589581,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1291","DBNL","OID20681","Q9UJU6","Inflammation",0.324189722222222,3.93933416666667,3.61514444444444,1.07103727066895,0.286563459546879,106.961690420976,-0.275855639416089,0.924235083860533,"Welch Two Sample t-test","two.sided",0.563932369589581,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1292","CD6","OID20649","P30203","Inflammation",0.0943125980392156,0.201725833333333,0.107413235294118,1.06351517743395,0.289431453882159,136.118616799932,-0.0810562539195537,0.269681449997985,"Welch Two Sample t-test","two.sided",0.566546675684227,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1293","FCRL6","OID20529","Q6DN72","Inflammation",-0.12159131497684,0.378914655172414,0.500505970149254,-1.05494072239607,0.292935510878708,171.595597416302,-0.349099158031856,0.105916528078176,"Welch Two Sample t-test","two.sided",0.567603571814883,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1294","ACTN4","OID20435","O43707","Inflammation",-0.110761295546559,0.442589473684211,0.553350769230769,-1.05658033315697,0.293904433466321,79.4726027015205,-0.319400860202454,0.0978782691093363,"Welch Two Sample t-test","two.sided",0.567603571814883,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1295","IKBKG","OID20544","Q9Y6K9","Inflammation",0.232762737594081,2.93512393162393,2.70236119402985,1.05221604052424,0.294598592980007,133.688908621007,-0.204765185620425,0.670290660808587,"Welch Two Sample t-test","two.sided",0.567603571814883,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1296","C1QA","OID20654","P02745","Inflammation",0.0428091152163345,0.429182644628099,0.386373529411765,1.04532504792004,0.297686006849091,139.091903253197,-0.0381616202452793,0.123779850677948,"Welch Two Sample t-test","two.sided",0.570564846460758,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1297","CD58","OID20716","P19256","Inflammation",0.0407434126984127,0.283678333333333,0.242934920634921,1.03759511488648,0.301725109100618,110.436490554642,-0.0370714601751719,0.118558285571997,"Welch Two Sample t-test","two.sided",0.571996655677291,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1298","CD200R1","OID20595","Q8TD46","Inflammation",0.0637497129735937,0.571315384615385,0.507565671641791,1.03772282036836,0.30173750898581,107.046723217531,-0.0580320745858685,0.185531500533056,"Welch Two Sample t-test","two.sided",0.571996655677291,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1299","FCRL3","OID20443","Q96P31","Inflammation",0.142237773279352,0.565913157894737,0.423675384615385,1.03107548913569,0.304329637441172,136.443256448433,-0.130560525177621,0.415036071736325,"Welch Two Sample t-test","two.sided",0.571996655677291,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1300","CCL17","OID20745","Q92583","Inflammation",0.202426997245179,1.60266033057851,1.40023333333333,1.02817062896499,0.306051209555572,113.73585280945,-0.187601954321518,0.592455948811876,"Welch Two Sample t-test","two.sided",0.571996655677291,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1301","PTPRM","OID20598","P28827","Inflammation",0.050932657226687,0.539516239316239,0.488583582089552,1.02561550256019,0.307405083534434,106.118336696314,-0.0475229984267631,0.149388312880137,"Welch Two Sample t-test","two.sided",0.571996655677291,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1302","EIF4G1","OID20625","Q04637","Inflammation",0.284321764705883,3.91761,3.63328823529412,1.02421177972776,0.307759070174195,122.165642455401,-0.265208809072059,0.833852338483825,"Welch Two Sample t-test","two.sided",0.571996655677291,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1303","YTHDF3","OID20478","Q7Z739","Inflammation",0.240618367071525,1.84444298245614,1.60382461538462,1.01721143838876,0.311110093425262,119.372158368111,-0.227753423167558,0.708990157310608,"Welch Two Sample t-test","two.sided",0.575319167741189,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1304","PNPT1","OID20445","Q8TCS8","Inflammation",0.216488958475153,0.66459203539823,0.448103076923077,1.00569424568048,0.316645383615788,116.588454261595,-0.209844247319584,0.64282216426989,"Welch Two Sample t-test","two.sided",0.58262750585305,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1305","CD276","OID20680","Q5ZPR3","Inflammation",-0.0673878525514889,0.649866115702479,0.717253968253968,-0.984221076844235,0.326699775108521,140.407690825634,-0.202749749681771,0.0679740445787933,"Welch Two Sample t-test","two.sided",0.588692673489098,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1306","ROBO1","OID20734","Q9Y6N7","Inflammation",0.0512391446936901,0.182126446280992,0.130887301587302,0.981560082071967,0.328417670923364,112.776043502381,-0.0521841410456873,0.154662430433068,"Welch Two Sample t-test","two.sided",0.588692673489098,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1307","LAIR1","OID20737","Q6GTX8","Inflammation",0.0646286239013512,0.46924132231405,0.404612698412698,0.98055695572467,0.328693967370298,125.753354496717,-0.065808040860121,0.195065288662823,"Welch Two Sample t-test","two.sided",0.588692673489098,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1308","IL3RA","OID20461","P26951","Inflammation",0.0613929284750337,0.534417543859649,0.473024615384615,0.979445605289547,0.329393574776339,116.261875971238,-0.0627523463562871,0.185538203306355,"Welch Two Sample t-test","two.sided",0.588692673489098,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1309","ENAH","OID20497","Q8N8S7","Inflammation",0.122733750850919,1.34425221238938,1.22151846153846,0.978156843980572,0.330306224104701,102.213275164089,-0.126138112205199,0.371605613907037,"Welch Two Sample t-test","two.sided",0.588692673489098,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1310","FST","OID20770","P19883","Inflammation",0.0813864682539682,0.8406325,0.759246031746032,0.977430752748872,0.33082844078935,95.3848034274328,-0.0839082706026422,0.246681207110579,"Welch Two Sample t-test","two.sided",0.588692673489098,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1311","IL10RA","OID20420","Q13651","Inflammation",0.0875807557354926,0.320456140350877,0.232875384615385,0.97469705540996,0.331139628837618,164.736906311725,-0.0898338365540102,0.264995348024995,"Welch Two Sample t-test","two.sided",0.588692673489098,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1312","LAP3","OID20436","P28838","Inflammation",0.125141012145749,0.80553947368421,0.680398461538462,0.972095089533933,0.333041962133689,115.085178113475,-0.129852879518282,0.38013490380978,"Welch Two Sample t-test","two.sided",0.589228086851911,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1313","FASLG","OID20665","P48023","Inflammation",-0.0610481862745098,0.0756841666666667,0.136732352941176,-0.952712607968837,0.342426097115108,135.983356276451,-0.187767020774882,0.0656706482258622,"Welch Two Sample t-test","two.sided",0.596112404091436,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1314","TFF2","OID20787","Q03403","Inflammation",0.0927428177882723,0.323019008264463,0.23027619047619,0.953153263933043,0.342675716916561,106.25517871835,-0.100160638260581,0.285646273837125,"Welch Two Sample t-test","two.sided",0.596112404091436,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1315","PRKCQ","OID20468","Q04759","Inflammation",0.0837661943319838,0.489981578947368,0.406215384615385,0.952150699527063,0.342686072455738,137.933383683406,-0.0901893574515461,0.257721746115514,"Welch Two Sample t-test","two.sided",0.596112404091436,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1316","TNFRSF14","OID20783","Q92956","Inflammation",0.0661705158730158,0.750230833333333,0.684060317460317,0.949655212097472,0.344425563967752,107.098064457405,-0.0719574647279612,0.204298496473993,"Welch Two Sample t-test","two.sided",0.596112404091436,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1317","DPP10","OID20527","Q8N608","Inflammation",0.0641838499808649,0.268525641025641,0.204341791044776,0.945785955341845,0.346016758351538,129.676038665192,-0.0700780838760037,0.198445783837733,"Welch Two Sample t-test","two.sided",0.596112404091436,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1318","CXCL1","OID20762","P09341","Inflammation",0.182526577462941,2.04802975206612,1.86550317460317,0.943077886386642,0.34766189451514,112.502661056559,-0.200936312449751,0.565989467375633,"Welch Two Sample t-test","two.sided",0.596112404091436,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1319","NFATC1","OID20545","O95644","Inflammation",0.225792320449037,3.03299829059829,2.80720597014925,0.938502473709604,0.349664645794498,134.811730578831,-0.250022480998988,0.701607121897062,"Welch Two Sample t-test","two.sided",0.596112404091436,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1320","SCGN","OID20457","O76038","Inflammation",-0.0875983400809717,0.573744736842105,0.661343076923077,-0.93783112331834,0.34989206327106,144.872218954964,-0.272211387830533,0.0970147076685896,"Welch Two Sample t-test","two.sided",0.596112404091436,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1321","AXIN1","OID20582","O15169","Inflammation",0.236707654037505,3.33838974358974,3.10168208955224,0.928536798545275,0.354986830345714,120.40974970748,-0.268009487223066,0.741424795298075,"Welch Two Sample t-test","two.sided",0.599876300911191,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1322","BCL2L11","OID20513","O43521-2","Inflammation",0.0686368630983016,1.07955775862069,1.01092089552239,0.926933175343064,0.35536150434413,159.522968921974,-0.0776025212385344,0.214876247435138,"Welch Two Sample t-test","two.sided",0.599876300911191,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1323","FGF2","OID20503","P09038","Inflammation",0.12010908389089,1.25311206896552,1.13300298507463,0.920135639584231,0.359302995876124,122.996927852337,-0.138275241038211,0.378493408819992,"Welch Two Sample t-test","two.sided",0.602683960131172,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1324","NRTN","OID20465","Q99748","Inflammation",0.149706058543227,0.510452212389381,0.360746153846154,0.919651511391994,0.360300193556679,86.9172152247407,-0.173852370031011,0.473264487117465,"Welch Two Sample t-test","two.sided",0.602683960131172,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1325","NFASC","OID20634","O94856","Inflammation",0.0493054812834224,0.510236363636364,0.460930882352941,0.906078552461795,0.36672127322023,119.2587623602,-0.0584419114513828,0.157052874018228,"Welch Two Sample t-test","two.sided",0.606387278668137,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1326","CXCL14","OID20458","O95715","Inflammation",0.150937206477733,1.16267105263158,1.01173384615385,0.906038629844992,0.366899862095639,109.772186174093,-0.179213196948946,0.481087609904412,"Welch Two Sample t-test","two.sided",0.606387278668137,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1327","ITGA11","OID20581","Q9UKX5","Inflammation",0.0742838244674066,-0.335086324786325,-0.409370149253731,0.904159577025997,0.367457508540746,140.589145194927,-0.0881407631015034,0.236708412036317,"Welch Two Sample t-test","two.sided",0.606387278668137,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1328","CD83","OID20565","Q01151","Inflammation",0.0563706896551723,0.513670689655172,0.4573,0.890720143212718,0.37496287942375,113.541568321609,-0.0690050968581534,0.181746476168498,"Welch Two Sample t-test","two.sided",0.615856584562994,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1329","PNLIPRP2","OID20775","P54317","Inflammation",-0.47330730683458,-1.4011041322314,-0.927796825396825,-0.884226347839322,0.378045026614635,144.291428061209,-1.53130723256615,0.584692618896993,"Welch Two Sample t-test","two.sided",0.615856584562994,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1330","FABP9","OID20501","Q0Z7S8","Inflammation",0.096640757749713,0.454615384615385,0.357974626865672,0.882877258404038,0.378630261026862,159.624740270254,-0.119538105741029,0.312819621240455,"Welch Two Sample t-test","two.sided",0.615856584562994,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1331","WNT9A","OID20460","O14904","Inflammation",0.093734417971409,1.08288672566372,0.989152307692308,0.878583978226818,0.381375698722476,120.482191272899,-0.117491900917418,0.304960736860236,"Welch Two Sample t-test","two.sided",0.615856584562994,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1332","CXCL3","OID20788","P19876","Inflammation",0.231911976911977,3.63678181818182,3.40486984126984,0.87657996561385,0.382823051683023,99.6523378011648,-0.292998963898575,0.756822917722528,"Welch Two Sample t-test","two.sided",0.615856584562994,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1333","CXADR","OID20561","P78310","Inflammation",-0.0742402092103586,0.75684188034188,0.831082089552239,-0.874528465090988,0.383236842024254,149.118650975323,-0.241986236839043,0.0935058184183258,"Welch Two Sample t-test","two.sided",0.615856584562994,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1334","HEXIM1","OID20589","O94992","Inflammation",0.181048348003572,3.05777521367521,2.87672686567164,0.84755467523971,0.398413464255257,117.20579901385,-0.24199242842995,0.604089124437095,"Welch Two Sample t-test","two.sided",0.635181608383192,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1335","REG4","OID20784","Q9BYZ8","Inflammation",0.0753667191394464,0.48954132231405,0.414174603174603,0.846613619227498,0.398714542218797,134.482100753961,-0.10069632337257,0.251429761651463,"Welch Two Sample t-test","two.sided",0.635181608383192,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1336","TLR3","OID20612","O15455","Inflammation",0.0900462931453573,0.16143305785124,0.0713867647058823,0.838690744700889,0.402969619701733,150.882323405011,-0.122087310444063,0.302179896734778,"Welch Two Sample t-test","two.sided",0.637693533171319,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1337","NCR1","OID20566","O76036","Inflammation",0.0601203551209469,0.514429310344828,0.454308955223881,0.836708248393562,0.40433214737766,126.682310622662,-0.082068039714204,0.202308749956098,"Welch Two Sample t-test","two.sided",0.637693533171319,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1338","GZMA","OID20663","P12544","Inflammation",0.062393137254902,0.262091666666667,0.199698529411765,0.834480101845939,0.405489909679589,134.526063542744,-0.0854813979636287,0.210267672473433,"Welch Two Sample t-test","two.sided",0.637693533171319,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1339","PRELP","OID20766","P51888","Inflammation",0.0460534126984127,0.524421666666667,0.478368253968254,0.827604638176401,0.409694326579593,109.508558523068,-0.0642306591754556,0.156337484572281,"Welch Two Sample t-test","two.sided",0.641563881622511,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1340","EGF","OID20698","P01133","Inflammation",0.24790305653942,2.37625702479339,2.12835396825397,0.815903189403451,0.416421968214455,103.906869926323,-0.354627067417859,0.850433180496699,"Welch Two Sample t-test","two.sided",0.646049983708104,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1341","JCHAIN","OID20494","P01591","Inflammation",0.0687775438596491,0.227117543859649,0.15834,0.81363260092698,0.417020630534617,166.04944560835,-0.0981174166181327,0.235672504337431,"Welch Two Sample t-test","two.sided",0.646049983708104,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1342","FGF19","OID20715","O95750","Inflammation",-0.111340351567624,-0.521976859504132,-0.410636507936508,-0.812881212107124,0.417825804680785,125.479768902219,-0.382410880118275,0.159730176983027,"Welch Two Sample t-test","two.sided",0.646049983708104,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1343","LY9","OID20670","Q9HBG7","Inflammation",-0.0471824987846378,0.32685867768595,0.374041176470588,-0.804331529920048,0.422838745172173,116.864075834108,-0.163357979345166,0.0689929817758906,"Welch Two Sample t-test","two.sided",0.651065515578911,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1344","PDGFB","OID20741","P01127","Inflammation",0.206577579365079,1.88377916666667,1.67720158730159,0.801126224317002,0.424842496012518,106.487348426946,-0.304625889377333,0.717781048107492,"Welch Two Sample t-test","two.sided",0.651425160552528,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1345","MAPK9","OID20557","P45984","Inflammation",-0.0757130339680906,0.503297413793103,0.579010447761194,-0.793162534778264,0.42926071073949,119.076739505647,-0.264726471015941,0.11330040307976,"Welch Two Sample t-test","two.sided",0.655468637145778,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1346","PPP1R9B","OID20643","Q96SB3","Inflammation",0.182179411764706,2.6387,2.45652058823529,0.787390176748117,0.432598600071446,120.571254123433,-0.275897361718132,0.640256185247544,"Welch Two Sample t-test","two.sided",0.65778019334755,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1347","TNFSF12","OID20624","O43508","Inflammation",0.0568579901960784,0.905349166666667,0.848491176470588,0.783193765984482,0.435250780207215,106.545410970622,-0.0870653132881707,0.200781293680328,"Welch Two Sample t-test","two.sided",0.65778019334755,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1348","ENPP7","OID20689","Q6UWV6","Inflammation",0.12323619309983,0.445052066115702,0.321815873015873,0.777588833386717,0.438688953782945,97.7714692323065,-0.191281388214878,0.437753774414537,"Welch Two Sample t-test","two.sided",0.65778019334755,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1349","CD70","OID20599","P32970","Inflammation",0.0696789003699452,0.336404273504273,0.266725373134328,0.771391684884458,0.442159456838385,107.98888641079,-0.109368699434011,0.248726500173901,"Welch Two Sample t-test","two.sided",0.65778019334755,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1350","PGF","OID20673","P49763","Inflammation",0.0390546568627451,0.641395833333333,0.602341176470588,0.769984413931589,0.442504750625918,151.92419705779,-0.061155627853474,0.139264941578964,"Welch Two Sample t-test","two.sided",0.65778019334755,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1351","MYO9B","OID20451","Q13459","Inflammation",0.173395303643725,1.81933684210526,1.64594153846154,0.769680228073512,0.442931051829867,125.921213188042,-0.272434376704403,0.619224983991852,"Welch Two Sample t-test","two.sided",0.65778019334755,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1352","AOC1","OID20452","P19801","Inflammation",0.115710107962213,-0.328099122807018,-0.443809230769231,0.768654975595539,0.443286652038566,152.531617948085,-0.181694282339551,0.413114498263978,"Welch Two Sample t-test","two.sided",0.65778019334755,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1353","BACH1","OID20505","O14867","Inflammation",0.12848346727899,1.88344615384615,1.75496268656716,0.758241845291887,0.449563088899438,141.969132868679,-0.206486182283049,0.463453116841028,"Welch Two Sample t-test","two.sided",0.66424993978881,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1354","CCL21","OID20686","O00585","Inflammation",-0.0549783287419652,0.820266115702479,0.875244444444444,-0.755187699798309,0.45125675257392,158.547596817616,-0.198762936258728,0.0888062787747976,"Welch Two Sample t-test","two.sided",0.66424993978881,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1355","CKMT1A_CKMT1B","OID20721","P12532","Inflammation",0.10201503968254,0.1658325,0.0638174603174603,0.73810706935119,0.461740859596191,133.919115253672,-0.171345143352408,0.375375222717488,"Welch Two Sample t-test","two.sided",0.673856513458713,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1356","ICAM4","OID20578","Q14773","Inflammation",-0.0666190941842512,0.0377689655172414,0.104388059701493,-0.737176760018031,0.462142781492433,153.142568488748,-0.245153019438296,0.111914831069793,"Welch Two Sample t-test","two.sided",0.673856513458713,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1357","TNFRSF11B","OID20735","O00300","Inflammation",-0.0541479076479076,0.415272727272727,0.469420634920635,-0.736328731738184,0.463276353002865,98.7452233968753,-0.200067279069265,0.0917714637734502,"Welch Two Sample t-test","two.sided",0.673856513458713,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1358","IL12B","OID20666","P29460","Inflammation",0.0799184248906173,0.467553719008264,0.387635294117647,0.724067321658089,0.470325246600628,130.017182496394,-0.138443659423866,0.2982805092051,"Welch Two Sample t-test","two.sided",0.681416105311146,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1359","CXCL12","OID20464","P48061","Inflammation",-0.0548391422736556,1.36833008849558,1.42316923076923,-0.701388101741517,0.484206193912667,142.313917754681,-0.209396318324123,0.0997180337768117,"Welch Two Sample t-test","two.sided",0.698775997489652,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1360","SMOC2","OID20730","Q9H3U7","Inflammation",0.0540043683589138,0.440290082644628,0.386285714285714,0.679615202062015,0.497952223969476,130.461377508136,-0.103198758238248,0.211207494956075,"Welch Two Sample t-test","two.sided",0.715806321956122,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1361","LY6D","OID20708","Q14210","Inflammation",0.0373332936507937,0.426715833333333,0.38938253968254,0.669694032058122,0.504018414685043,159.957668251857,-0.0727613540941658,0.147427941395753,"Welch Two Sample t-test","two.sided",0.721707301961463,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1362","SERPINB8","OID20630","P50452","Inflammation",0.0658917476908119,0.417278512396694,0.351386764705882,0.663847115230006,0.507921399642295,134.869911284638,-0.130410584991798,0.262194080373422,"Welch Two Sample t-test","two.sided",0.722279581202842,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1363","SCG3","OID20728","Q8WXD2","Inflammation",0.050914126984127,0.520096666666667,0.46918253968254,0.663151846883609,0.50851895418273,118.713306590755,-0.101113734864925,0.202941988833179,"Welch Two Sample t-test","two.sided",0.722279581202842,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1364","EDAR","OID20525","Q9UNE0","Inflammation",0.134756819351519,2.04018965517241,1.9054328358209,0.660419006327207,0.510306225849834,114.951947389075,-0.269423720270696,0.538937358973733,"Welch Two Sample t-test","two.sided",0.722279581202842,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1365","EPO","OID20522","P01588","Inflammation",0.0832850231600618,0.239655172413793,0.156370149253731,0.65265120985135,0.515008745255442,145.81971833264,-0.168919664029305,0.335489710349429,"Welch Two Sample t-test","two.sided",0.72614259867434,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1366","SCGB1A1","OID20688","P11684","Inflammation",-0.0669208185753641,0.794355371900826,0.86127619047619,-0.646492859601932,0.519177013158628,121.755680023164,-0.271840494141539,0.13799885699081,"Welch Two Sample t-test","two.sided",0.729225728406012,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1367","RGS8","OID20454","P57771","Inflammation",-0.0887033198380566,-0.19448947368421,-0.105786153846154,-0.638430699705821,0.524251640826825,137.974070114457,-0.363429582446318,0.186022942770204,"Welch Two Sample t-test","two.sided",0.730968591697594,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1368","TREM2","OID20731","Q9NZC2","Inflammation",-0.0697386111111111,0.796005833333333,0.865744444444444,-0.638660378435021,0.524430263003792,105.324694861519,-0.286244627968936,0.146767405746713,"Welch Two Sample t-test","two.sided",0.730968591697594,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1369","LTBR","OID20768","P36941","Inflammation",0.0337988095238095,0.361775,0.327976190476191,0.635342155613539,0.526376839130061,123.911036988545,-0.0714952974636246,0.139092916511244,"Welch Two Sample t-test","two.sided",0.730968591697594,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1370","LGALS9","OID20781","O00182","Inflammation",0.0405016135379772,0.405120661157025,0.364619047619048,0.630672670438643,0.529775560495911,94.5807056175554,-0.0869979127604784,0.168001139836433,"Welch Two Sample t-test","two.sided",0.732922579934192,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1371","CD79B","OID20635","P40259","Inflammation",0.0490342156862745,0.606628333333333,0.557594117647059,0.622889252141099,0.534490675370379,125.153658920423,-0.106761752237697,0.204830183610246,"Welch Two Sample t-test","two.sided",0.736676286652807,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1372","PRKAB1","OID20444","Q9Y478","Inflammation",0.0962468073519402,1.37809911504425,1.28185230769231,0.606154825573451,0.545468931100693,129.997990865384,-0.217885518854041,0.410379133557922,"Welch Two Sample t-test","two.sided",0.74900211434722,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1373","PLAUR","OID20764","Q03405","Inflammation",0.0386106650924833,0.362748760330579,0.324138095238095,0.599240344426084,0.55025648437209,108.967703335347,-0.089093249120124,0.166314579305091,"Welch Two Sample t-test","two.sided",0.752025490509479,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1374","SKAP2","OID20761","O75563","Inflammation",0.194961091433819,3.51815950413223,3.32319841269841,0.597015392504512,0.551757832710759,107.040585197402,-0.452402367789575,0.842324550657213,"Welch Two Sample t-test","two.sided",0.752025490509479,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1375","MILR1","OID20482","Q7Z6M3","Inflammation",0.0695096896086369,1.06529122807018,0.995781538461538,0.590010714856558,0.556326463024381,116.465065949685,-0.163819809753015,0.302839188970289,"Welch Two Sample t-test","two.sided",0.752564601633898,"Non-significant","Healthy Control vs Sporadic","BL",NA
"1376","CHRDL1","OID20771","Q9BU40","Inflammation",0.0496294047619048,1.1444675,1.0948380952381,0.589909222168678,0.556542205361315,103.097319657573,-0.11722188531802,0.216480694841829,"Welch Two Sample t-test","two.sided",0.752564601633898,"Non-significant","Healthy Control vs Sporadic","BL",NA
